-ford,浅瀬,アサセ
solute,溶質,ヨウシツ
solution,解明,カイメイ
solution,解決法,カイケツホウ
solution,解答,カイトウ
solution,説明,セツメイ
solution,溶液,ヨウエキ
solution,溶解,ヨウカイ
solvency,支払い能力,シハライノウリョク
solvency,溶解力,ヨウカイリョク
solvent,溶剤,ヨウザイ
solvent,溶媒,ヨウバイ
solvent,解決策,カイケツサク
solver,解決者,カイケツシャ
solver,解答者,カイトウシャ
Somalia,ソマリア,ソマリア
somebody,ある人,アルヒト
someday,いつか,イツカ
someday,そのうち,ソノウチ
somehow,なんとか,ナントカ
someone,ある人,アルヒト
somersault,宙返り,チュウガエリ
something,あるもの,アルモノ
something,あること,アルコト
something,いささか,イササカ
something,実在,ジツザイ
something,何々,ナニ々
something,いくぶん,イクブン
sometime,いつか,イツカ
sometime,そのうち,ソノウチ
sometime,あるとき,アルトキ
sometime,以前,イゼン
sometimes,ときどき,トキドキ
sometimes,ときには,トキニハ
somewhere,大体,ダイタイ
somewhere,あるところ,アルトコロ
somewhere,某所,ボウショ
sommelier,ワイン給仕係,ワインキュウジガカリ
son,息子,ムスコ
son,子孫,シソン
son,子,コ
son,後継者,コウケイシャ
son,お前さん,オマエサン
son,イエスキリスト,イエスキリスト
son-in-law,娘婿,ムスメムコ
sonar,音波水中探知機,オンパスイチュウタンチキ
sonata,ソナタ,ソナタ
sonata,奏鳴曲,ソウメイキョク
song,歌,ウタ
song,歌曲,カキョク
song,唱歌,ショウカ
song,詩,シ
song,詩歌,シカ
songbird,鳴き鳥,ナキトリ
songbook,歌集,カシュウ
songbook,賛美歌集,サンビカシュウ
songfest,合唱会,ガッショウカイ
songster,歌手,カシュ
songster,詩人,シジン
songster,鳴き鳥,ナキトリ
songstress,女性歌手,ジョセイカシュ
sonnet,ソネット,ソネット
sonnet,十四行詩,ジュウヨンコウシ
sonny,坊や,ボウヤ
soon,さっさと,サッサト
sooth,真実,シンジツ
sooth,事実,ジジツ
soothe,〈人,〈ヒト
soothsayer,予言者,ヨゲンシャ
soothsayer,占い師,ウラナイシ
sop,食物片,ショクモツヘン
sop,パン切れ,パンギレ
sop,わいろ,ワイロ
sop,鼻薬,ハナグスリ
sop,びしょぬれにする,びしょぬれにする
sophism,詭弁,キベン
sophism,詭弁法,キベンホウ
sophist,ソフィスド,ソフィスド
sophist,詭弁家,キベンカ
sophist,理屈屋,リクツヤ
sophistication,世間ずれ,セケンズレ
sophistry,詭弁法,キベンホウ
sophistry,詭弁,キベン
Sophocles,ソフォクレス,ソフォクレス
sophomore,2年生,2ネンセイ
sophomore,1年生,1ネンセイ
soporific,催眠剤,サイミンザイ
soporific,睡眠薬,スイミンヤク
sopping,びしょぬれの,びしょぬれの
sopping,びっしょり,ビッショリ
soprano,ソプラノ,ソプラノ
soprano,ソプラノ歌手,ソプラノカシュ
sorcerer,魔法使い,マホウツカイ
sorcerer,魔術師,マジュツシ
sorceress,女魔法使い,ジョマホウツカイ
sorcery,魔法,マホウ
sorcery,魔術,マジュツ
sore,傷,キズ
sorehead,不平家,フヘイケ
sorely,大いに,オオイニ
soreness,悲しみ,カナシミ
sorghum,サトウモロコシ,サトウモロコシ
sorghum,サトウモロコシ製シロップ,サトウモロコシセイシロップ
sorption,収着,オサムギ
sorrel,スイバ,スイバ
sorrel,スカンポ,スカンポ
sorrel,カタバミ,カタバミ
sorrel,くり色,クリショク
sorriness,悲しみ,カナシミ
sorrow,悲しみ,カナシミ
sorrow,悲哀,ヒアイ
sorrow,悲嘆,ヒタン
sorrow,後悔,コウカイ
sorrow,心配ごと,シンパイゴト
sorry,謝罪,シャザイ
sort-out,整理,セイリ
sort-out,整頓,セイトン
sorter,分類機,ブンルイキ
sortie,突撃,トツゲキ
sortie,出撃,シュツゲキ
sortie,単機出撃,タンキシュツゲキ
sortie,小旅行,ショウリョコウ
SOS,遭難無電信号,ソウナンムデンシンゴウ
sot,大酒飲み,ダイサケノミ
sot,のんだくれ,ノンダクレ
sou,スー,スー
soubrette,小間使い,コマツカイ
soubrette,女中,ジョチュウ
soubrette,侍女,ジジョ
souffle,スフレ,スフレ
soufflé,スフレ,スフレ
sought,過去分詞,カコブンシ
soul,魂,タマシイ
soul,霊魂,レイコン
soul,心,ココロ
soul,精神,セイシン
soul,情,ジョウ
soul,感情,カンジョウ
soul,情緒,ジョウチョ
soul,生命,セイメイ
soul,精髄,セイズイ
soul,生気,セイキ
soul,迫力,ハクリョク
soul,人,ヒト
soul,人間,ニンゲン
soul,権化,ゴンゲ
soul,典型,テンケイ
soul,化身,ケシン
soul,指導者,シドウシャ
soul,中心人物,チュウシンジンブツ
sound,音,オト
sound,音響,オンキョウ
sound,響き,ヒビキ
sound,音,オト
sound,感じ,カンジ
sound,響き,ヒビキ
sound,調子,チョウシ
sound,音,オト
sound,騒音,ソウオン
sound,ざわめき,ザワメキ
sound,〈楽器,〈ガッキ
sound,〈海,〈ウミ
sound,〈鯨,〈クジラ
sound,海峡,カイキョウ
sound,瀬戸,セト
sound,入り江,イリエ
sounding,水深測量,スイシンソクリョウ
sounding,水深,スイシン
soundly,正しく,マサシク
soundly,したたか,シタタカ
soundproof,〈部屋,〈ヘヤ
soundtrack,サウンドラック,サウンドラック
soup,スープ,スープ
soupçon,気味,キミ
soupçon,ほんの少量,ホンノショウリョウ
soupspoon,スープ用スプーン,スープヨウスプーン
source,水源,スイゲン
source,源,ミナモト
source,元,モト
source,原因,ゲンイン
source,根源,コンゲン
source,情報源,ジョウホウゲン
source,出所,シュッショ
source,典拠,テンキョ
sourdough,《米西部,《ベイセイブ
sourdough,カナダ》パン種,カナダ》パンダネ
sourdough,探鉱者,タンコウシャ
sourdough,開拓者,カイタクシャ
south,南,ミナミ
south,南方,ナンポウ
south,南部地方,ナンブチホウ
south-southeast,南南東,ナンナントウ
south-southwest,南南西,ナンナンセイ
southeast,南東,ナントウ
southeast,南東地域,ナントウチイキ
southeast,南東部,ナントウブ
southeast,米国南東部,ベイコクナントウブ
southeastward,南東,ナントウ
southeastward,南東部,ナントウブ
southerner,米国南部人,ベイコクナンブジン
southland,南部地方,ナンブチホウ
southland,米国南部,ベイコクナンブ
southward,南方,ナンポウ
southward,南部,ナンブ
southwest,南西,ナンセイ
southwest,南西地域,ナンセイチイキ
southwest,南西部,ナンセイブ
southwest,米国南西部,ベイコクナンセイブ
southwester,防水帽,ボウスイボウ
southwestward,南西,ナンセイ
southwestward,南西部,ナンセイブ
souvenir,記念品,キネンヒン
souvenir,みやげ,ミヤゲ
souvenir,形見,カタミ
sovereign,君主,クンシュ
sovereign,主権者,シュケンシャ
sovereign,1ポンド金貨,1ポンドキンカ
sovereignty,主権,シュケン
sovereignty,統治権,トウチケン
soviet,地方会議,チホウカイギ
soviet,旧ソ連政府,キュウソレンセイフ
soviet,旧ソ連人民,キュウソレンジンミン
sow,雌豚,メスブタ
soybean,大豆,ダイズ
spa,鉱泉,コウセン
spa,温泉,オンセン
spa,温泉場,オンセンジョウ
spacecraft,宇宙船,ウチュウセン
spaceman,宇宙飛行士,ウチュウヒコウシ
spacesuit,宇宙服,ウチュウフク
spacewalk,宇宙遊泳,ウチュウユウエイ
spacewalker,宇宙遊泳者,ウチュウユウエイシャ
spacewoman,女性宇宙飛行士,ジョセイウチュウヒコウシ
spacing,スペース,スペース
spacing,間隔,カンカク
spadeful,すき1杯,スキ1ハイ
spadework,基礎研究,キソケンキュウ
spaghetti,スパゲッティ,スパゲッティ
Spain,スペイン,スペイン
spam,スパム,スパム
Spaniard,スペイン人,スペインジン
spaniel,スパニエル,スパニエル
Spanish,スペイン人,スペインジン
Spanish,スペイン語,スペインゴ
spanker,後檣縦帆,コウ檣縦ホ
spanking,ひじょうに,ヒジョウニ
spanner,スパナ,スパナ
spanner,ねじ回し,ネジマワシ
spar,円材,エンザイ
spar,スパー,スパー
spark,火花,ヒバナ
spark,火の粉,ヒノコ
spark,スパーク,スパーク
spark,閃光,センコウ
spark,活気,カッキ
spark,生気,セイキ
spark,発端,ホッタン
spark,発火点,ハッカテン
sparkle,〈宝石,〈ホウセキ
sparkle,露,ロ
sparkle,〈会話,〈カイワ
sparkle,火花,ヒバナ
sparkle,閃光,センコウ
sparkle,光彩,コウサイ
sparkle,異彩,イサイ
sparkler,花火,ハナビ
sparkler,宝石,ホウセキ
sparkler,ダイヤモンド,ダイヤモンド
sparkplug,点火プラグ,テンカプラグ
sparrow,すずめ,スズメ
sparsity,希薄,キハク
Sparta,スパルタ,スパルタ
Spartan,スパルタ[人,スパルタ[ジン
Spartan,スパルタ人,スパルタジン
spasm,けいれん,ケイレン
spasm,発作,ホッサ
spastic,けいれん性麻痺患者,ケイレンセイマヒカンジャ
spat,スパッツ,スパッツ
spat,平手打ち,ヒラテウチ
spat,過去分詞,カコブンシ
spate,多数,タスウ
spate,洪水,コウズイ
spate,鉄砲水,テッポウミズ
spatter,しみ,シミ
spatter,汚れ,ヨゴレ
spatter,少量,ショウリョウ
spatter,少数,ショウスウ
spawn,卵,タマゴ
spawn,〈卵,〈タマゴ
speakeasy,もぐり酒場,モグリサカバ
speaker,演説者,エンゼツシャ
speaker,議長,ギチョウ
speaker,拡声器,カクセイキ
speaking,談話,ダンワ
speaking,演説,エンゼツ
spearmint,ミドリハッカ,ミドリハッカ
spearmint,スペアミント,スペアミント
spec,投機,トウキ
specialist,専門家,センモンカ
specialist,専門医,センモンイ
specially,特に,トクニ
specialty,専門,センモン
specialty,専攻,センコウ
specialty,特色,トクショク
specialty,特性,トクセイ
specialty,特製品,トクセイヒン
specie,正金,ショウキン
specie,正貨,セイカ
specific,特効薬,トッコウヤク
specific,明細,メイサイ
specific,細部,サイブ
specifically,特に,トクニ
specifically,とりわけ,トリワケ
specifically,すなわち,スナワチ
specification,詳説,ショウセツ
specification,詳述,ショウジュツ
specification,明細事項,メイサイジコウ
specification,内訳,ウチワケ
specification,仕様書,シヨウショ
specification,設計書,セッケイショ
specificity,特質,トクシツ
specificity,特性,トクセイ
spectacle,光景,コウケイ
spectacle,見せ物,ミセモノ
spectacle,スメクタクル,スメクタクル
spectacle,眼鏡,メガネ
spectacular,超大作,チョウタイサク
spectator,観客,カンキャク
spectator,見物人,ケンブツニン
spectator,傍観者,ボウカンシャ
spectrogram,スペクトル写真,スペクトルシャシン
spectrograph,分光写真機,ブンコウシャシンキ
spectrometer,分光計,ブンコウケイ
spectroscope,分光器,ブンコウキ
spectrum,スペクトル,スペクトル
spectrum,範囲,ハンイ
spectrum,スペクトル,スペクトル
spectrum,連続,レンゾク
speculation,推測,スイソク
speculation,考察,コウサツ
speculation,投機,トウキ
speculator,投機者,トウキシャ
speculator,相場師,ソウバシ
speculator,思索家,シサクカ
speculator,理論家,リロンカ
sped,過去分詞,カコブンシ
speech,言葉,コトバ
speech,演説,エンゼツ
speech,話,ハナシ
speech,スピーチ,スピーチ
speech,話し方,ハナシカタ
speech,言語,ゲンゴ
speech,方言,ホウゲン
speech,話法,ワホウ
speed,速度,ソクド
speed,速力,ソクリョク
speed,変速ギア,ヘンソクギア
speed,感度,カンド
speed,感光性,カンコウセイ
speed,シャッター速度,シャッターソクド
speed,覚醒剤,カクセイザイ
speed,興奮剤,コウフンザイ
speed,〈仕事,〈シゴト
speedboat,高速モーターボート,コウソクモーターボート
speediness,敏速,ビンソク
speeding,スピード違反,スピードイハン
speedometer,速度計,ソクドケイ
speedup,速力増加,ソクリョクゾウカ
speedway,オートバイ競走場,オートバイキョウソウジョウ
speedway,オートバイレース,オートバイレース
speedway,高速道路,コウソクドウロ
speleologist,洞穴学者,ホラアナガクシャ
speleology,洞穴学,ホラアナガク
spell,呪縛,ジュバク
spell,魅力,ミリョク
spell,魔力,マリョク
spell,一時,イチジ
spell,ひと続き,ヒトツヅキ
spell,ひとしきり,ヒトシキリ
spell,発作,ホッサ
spell,ひと仕事,ヒトシゴト
spell,交替,コウタイ
spelt,過去分詞,カコブンシ
spender,浪費家,ロウヒカ
spendthrift,浪費家,ロウヒカ
spent,過去分詞,カコブンシ
sperm,精子,セイシ
sperm,精液,セイエキ
spermaceti,鯨ろう,クジラロウ
spermatozoon,精子,セイシ
spermatozoon,精虫,セイチュウ
spew,〈水,〈ミズ
spew,〈水,〈ミズ
sphagnum,ミズゴケ,ミズゴケ
sphere,球,タマ
sphere,球体,キュウタイ
sphere,球面,キュウメン
sphere,天体,テンタイ
sphere,天球,テンキュウ
sphere,天,テン
sphere,空,ソラ
sphere,範囲,ハンイ
sphere,領域,リョウイキ
sphere,地位,チイ
sphere,階級,カイキュウ
spheroid,回転楕円体,カイテンダエンタイ
sphincter,括約筋,カツヤクキン
sphinx,スフィンクス,スフィンクス
sphinx,大スフィンクス,ダイスフィンクス
sphinx,スフィンクス,スフィンクス
sphygmomanometer,血圧計,ケツアツケイ
sphygmomanometer,脈圧計,ミャク圧計
spice,薬味,ヤクミ
spice,香辛料,コウシンリョウ
spice,スパイス,スパイス
spice,妙味,ミョウミ
spice,気味,キミ
spicule,針骨,ハリボネ
spicule,針片,ハリヘン
spicule,小穂状花　交接針,ショウスイジョウハナ　コウセツハリ
spider,クモ,クモ
spider,フライパン,フライパン
spidery,クモの巣,クモノス
spiel,客寄せ口上,キャクヨセコウジョウ
spigot,蛇口,ジャグチ
spike,穂,ホ
spike,穂状花序,スイジョウカジョ
spikenard,カンショウ,カンショウ
spikenard,ウド,ウド
spill,〈液体,〈エキタイ
spill,〈液体,〈エキタイ
spill,落馬,ラクバ
spill,付け木,ツケギ
spillover,流出,リュウシュツ
spillway,水はけ口,ミズハケグチ
spillway,余水路,ヨスイロ
spilt,過去分詞,カコブンシ
spin,〈クモ,〈クモ
spin,回転,カイテン
spin,一走り,ヒトハシリ
spin,きりもみ降下,キリモミコウカ
spin,急落,キュウラク
spin-off,副産物,フクサンブツ
spinach,ホウレンソウ,ホウレンソウ
spinal,せき髄麻酔,セキズイマスイ
spine,せき柱,セキチュウ
spine,背骨,セボネ
spine,背,セ
spine,針,ハリ
spine,とげ,トゲ
spinet,スピネット,スピネット
spinet,小型ピアノ,コガタピアノ
spinnaker,大三角帆,ダイサンカクホ
spinner,紡績工,ボウセキコウ
spinner,紡績機,ボウセキキ
spinneret,紡績突起,ボウセキトッキ
spinney,茂み,シゲミ
spinney,雑木林,ゾウキバヤシ
spinster,未婚婦人,ミコンフジン
spinster,オールドミス,オールドミス
spinsterhood,独身,ドクシン
spinsterhood,未婚,ミコン
spiracle,気門,キモン
spiracle,気孔,キコウ
spiracle,噴水孔,フンスイアナ
spire,尖塔,セントウ
